LLM,topic,experiment,if_base,稳态轮次,达成共识轮次,共识观点,末轮观点分布,ave_opinion,agent1_posi,agent1_negi,agent1_poss,agent1_negs,agent2_posi,agent2_negi,agent2_poss,agent2_negs,agent3_posi,agent3_negi,agent3_poss,agent3_negs,agent4_posi,agent4_negi,agent4_poss,agent4_negs,agent5_posi,agent5_negi,agent5_poss,agent5_negs,agent6_posi,agent6_negi,agent6_poss,agent6_negs,rumor,truth,ave_Ip,ave_In,ave_Sp,ave_Sn,max_Ip,max_In,max_Sp,max_Sn
DeepSeek-V3.2,6,29,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,0,0,6,4,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
DeepSeek-V3.2,6,30,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,0,0,6,5,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,-4,1,6,11,FALSE,polar,0.666666667,0,0,-0.334897977,0,0,0,0,0,0.244475523,0,-0.578703704,0,0.083724494,0,-0.482253086,0,0.533827375,0,-0.833333333,0,1.367160708,0,0,0,2,6,0.37153135,0,-0.37153135,0,1.367160708,0,0,0
GPT-5.1,1,-3,1,10,11,FALSE,-1_0_1,0.5,0.833477684,0,0,0,0.053835194,0,-0.401877572,0,0.25477398,0,-0.578703704,0,0,0,-0.161505583,0,0,0,0,0,0,0,0,0,6,1,0.19034781,0,-0.19034781,0,0.833477684,0,0,0
GPT-5.1,1,-2,1,9,11,FALSE,-1_0_1,0.166666667,0,0,-0.694444444,0,1.180555556,0,0,0,0,0,0,0,0.347222222,0,-0.833333333,0,0,0,0,-0.193806699,0,0.193806699,0,0,6,2,0.25462963,0.032301117,-0.25462963,-0.032301117,1.180555556,0.193806699,0,0
GPT-5.1,1,-1,1,7,11,FALSE,-1_0_1,0,0,0,-0.401877572,0,0,0,0,0,0.401877572,0,0,0,0,0,0,-0.279081647,0,0,0,0,0,0.279081647,0,0,6,3,0.066979595,0.046513608,-0.066979595,-0.046513608,0.401877572,0.279081647,0,0
GPT-5.1,1,0,1,7,11,FALSE,-1_0_1,0.5,0.093027216,0,-0.578703704,0,0,0,-0.279081647,0,0.382379068,0,-0.833333333,0,1.215712401,0,0,0,0,0,0,0,0,0,0,0,6,4,0.281853114,0,-0.281853114,0,1.215712401,0,0,0
GPT-5.1,1,1,0,6,11,FALSE,polar,0.666666667,0,0,0,0,1.335680298,0,0,0,0,0,-0.334897977,0,0,0,-0.334897977,0,0.502346965,0,-0.833333333,0,0,0,-0.334897977,0,1,2,0.306337877,0,-0.306337877,0,1.335680298,0,0,0
GPT-5.1,1,2,0,2,11,FALSE,polar,0.666666667,0,0,0,0,0.173611111,0,-0.833333333,0,2.673611111,0,0,0,0.173611111,0,-0.833333333,0,0,0,-0.694444444,0,0.173611111,0,-0.833333333,0,1,3,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,1,3,0,4,11,FALSE,polar,0.666666667,0,0,0,0,0.120563272,0,-0.833333333,0,0,0,-0.482253086,0,2.620563272,0,0,0,0.120563272,0,-0.833333333,0,0.120563272,0,-0.833333333,0,1,4,0.497042181,0,-0.497042181,0,2.620563272,0,0,0
GPT-5.1,1,4,0,3,11,FALSE,polar,0.666666667,0,0,0,0,0,0,-0.578703704,0,0.376157407,0,-0.833333333,0,0.376157407,0,-0.833333333,0,2.042824074,0,0,0,0.144675926,0,-0.694444444,0,1,5,0.489969136,0,-0.489969136,0,2.042824074,0,0,0
GPT-5.1,1,5,0,1,1,1,consistent,1,0,0,-1.761696734,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,3.920565578,0,0,0,1,6,0.849171678,0,-0.849171678,0,3.920565578,0,0,0
GPT-5.1,1,6,0,3,11,FALSE,-1_0_1,0.166666667,0.983796296,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,-0.833333333,0,0,-0.578703704,0,0.289351852,0,-0.694444444,0,2,1,0.212191358,0.138888889,-0.212191358,-0.138888889,0.983796296,0.833333333,0,0
GPT-5.1,1,7,0,7,11,FALSE,-1_0_1,0.166666667,0,0,-0.279081647,0,0,0.578703704,0,0,0.558163294,0,0,0,0,0,0,-0.578703704,0,0,-0.279081647,0,0,0,0,0,2,3,0.093027216,0.096450617,-0.093027216,-0.096450617,0.558163294,0.578703704,0,0
GPT-5.1,1,8,0,3,11,FALSE,polar,0.666666667,0,0,-0.578703704,0,0,0,0,0,0.376157407,0,-0.833333333,0,2.042824074,0,0,0,0.144675926,0,-0.694444444,0,0.376157407,0,-0.833333333,0,2,4,0.489969136,0,-0.489969136,0,2.042824074,0,0,0
GPT-5.1,1,9,0,4,11,FALSE,polar,0.666666667,0.120563272,0,-0.833333333,0,0,0,0,0,0.120563272,0,-0.833333333,0,0.120563272,0,-0.833333333,0,2.620563272,0,0,0,0,0,-0.482253086,0,2,5,0.497042181,0,-0.497042181,0,2.620563272,0,0,0
GPT-5.1,1,10,0,5,11,FALSE,polar,0.666666667,0,0,-0.401877572,0,0,0,0,0,0.331950874,0,-0.833333333,0,0.100469393,0,-0.694444444,0,0.331950874,0,-0.833333333,0,1.998617541,0,0,0,2,6,0.460498114,0,-0.460498114,0,1.998617541,0,0,0
GPT-5.1,1,11,0,2,11,FALSE,polar,0.666666667,2.673611111,0,0,0,0.173611111,0,-0.833333333,0,0,0,0,0,0,0,-0.694444444,0,0.173611111,0,-0.833333333,0,0.173611111,0,-0.833333333,0,3,1,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,1,12,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3,2,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,13,0,2,11,FALSE,polar,0.666666667,0.173611111,0,-0.833333333,0,0,0,-0.694444444,0,0,0,0,0,2.673611111,0,0,0,0.173611111,0,-0.833333333,0,0.173611111,0,-0.833333333,0,3,4,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,1,14,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,3,5,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,15,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,3,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,16,0,2,11,FALSE,polar,0.666666667,2.673611111,0,0,0,0.173611111,0,-0.833333333,0,0.173611111,0,-0.833333333,0,0,0,0,0,0.173611111,0,-0.833333333,0,0,0,-0.694444444,0,4,1,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,1,17,0,6,11,FALSE,polar,0.333333333,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0.707986406,0,0,0,0,-0.833333333,0,0,0,-0.833333333,-0.707986406,4,2,0.555555556,0.117997734,-0.555555556,-0.117997734,3.333333333,0.707986406,0,0
GPT-5.1,1,18,0,3,11,FALSE,polar,0.333333333,0.231481481,0,-0.833333333,0,0,0,0,-0.578703704,1.898148148,0,0,0,0,0.578703704,0,0,0.231481481,0,-0.833333333,0,0,0,-0.694444444,0,4,3,0.393518519,0.096450617,-0.393518519,-0.096450617,1.898148148,0.578703704,0,0
GPT-5.1,1,19,0,2,11,FALSE,polar,0.666666667,0.173611111,0,-0.833333333,0,0.173611111,0,-0.833333333,0,0,0,-0.694444444,0,0,0,0,0,2.673611111,0,0,0,0.173611111,0,-0.833333333,0,4,5,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,1,20,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,3.333333333,0,0,0,4,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,21,0,2,11,FALSE,polar,0.333333333,1.527777778,0,0,0,0,0,0,-0.694444444,0,0,-0.694444444,0,0.694444444,0,-0.833333333,0,0,0.694444444,0,0,0,0,-0.694444444,0,5,1,0.37037037,0.115740741,-0.37037037,-0.115740741,1.527777778,0.694444444,0,0
GPT-5.1,1,22,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,5,2,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,23,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,5,3,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,24,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,0,0,0,0,-0.833333333,0,5,4,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,25,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,3.333333333,0,0,0,5,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,26,0,3,11,FALSE,polar,0.666666667,2.042824074,0,0,0,0.144675926,0,-0.694444444,0,0.376157407,0,-0.833333333,0,0.376157407,0,-0.833333333,0,0,0,-0.578703704,0,0,0,0,0,6,1,0.489969136,0,-0.489969136,0,2.042824074,0,0,0
GPT-5.1,1,27,0,1,11,FALSE,polar,0.333333333,0,0,-0.833333333,0,2.5,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,-0.833333333,0,0.833333333,0,0,6,2,0.416666667,0.138888889,-0.416666667,-0.138888889,2.5,0.833333333,0,0
GPT-5.1,1,28,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,6,3,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,29,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,0,0,6,4,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,1,30,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,0,0,6,5,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,-4,1,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,2,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,-3,1,3,11,FALSE,polar,0.333333333,1.859567901,0,0,0,0,0,0,-0.833333333,0.192901235,0,-0.833333333,0,0,0,-0.578703704,0,0.192901235,0,-0.833333333,0,0,0.833333333,0,0,6,1,0.374228395,0.138888889,-0.374228395,-0.138888889,1.859567901,0.833333333,0,0
GPT-5.1,2,-2,1,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,6,2,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,-1,1,2,11,FALSE,polar,0.666666667,0,0,-0.694444444,0,0.173611111,0,-0.833333333,0,2.673611111,0,0,0,0.173611111,0,-0.833333333,0,0.173611111,0,-0.833333333,0,0,0,0,0,6,3,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,2,0,1,2,11,FALSE,polar,0.666666667,0.462962963,0,-0.833333333,0,0,0,-0.694444444,0,0,0,-0.694444444,0,2.12962963,0,0,0,0.462962963,0,-0.833333333,0,0,0,0,0,6,4,0.509259259,0,-0.509259259,0,2.12962963,0,0,0
GPT-5.1,2,1,0,10,10,1,consistent,1,0,0,-0.34142863,0,3.401619059,0,0,0,0.068285726,0,-0.833333333,0,0.068285726,0,-0.833333333,0,0.068285726,0,-0.833333333,0,0.068285726,0,-0.833333333,0,1,2,0.612460327,0,-0.612460327,0,3.401619059,0,0,0
GPT-5.1,2,2,0,7,7,1,consistent,1,0,0,-0.589988672,0,0.291608845,0,-0.833333333,0,2.791608845,0,0,0,0.117997734,0,-0.694444444,0,0.291608845,0,-0.833333333,0,0.291608845,0,-0.833333333,0,1,3,0.630738853,0,-0.630738853,0,2.791608845,0,0,0
GPT-5.1,2,3,0,2,11,FALSE,polar,0.666666667,0,0,0,0,0.173611111,0,-0.833333333,0,0,0,-0.694444444,0,2.673611111,0,0,0,0.173611111,0,-0.833333333,0,0.173611111,0,-0.833333333,0,1,4,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,2,4,0,1,11,FALSE,polar,0.666666667,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,1,5,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,5,0,1,11,FALSE,polar,0.666666667,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,1,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,6,0,1,11,FALSE,polar,0.666666667,3.333333333,0,0,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,2,1,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,7,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,0,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,2,3,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,8,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,2,4,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,9,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,2,5,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,10,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,2,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,11,0,1,11,FALSE,polar,0.666666667,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3,1,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,12,0,3,11,FALSE,polar,0.666666667,0,0,-0.578703704,0,2.042824074,0,0,0,0,0,0,0,0.376157407,0,-0.833333333,0,0.376157407,0,-0.833333333,0,0.144675926,0,-0.694444444,0,3,2,0.489969136,0,-0.489969136,0,2.042824074,0,0,0
GPT-5.1,2,13,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3,4,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,14,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,3,5,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,15,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,3,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,16,0,1,11,FALSE,polar,0.666666667,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,4,1,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,17,0,1,1,1,consistent,1,0.293616122,0,-0.833333333,0,3.920565578,0,0,0,0.293616122,0,-0.833333333,0,0,0,-1.761696734,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,4,2,0.849171678,0,-0.849171678,0,3.920565578,0,0,0
GPT-5.1,2,18,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,4,3,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,19,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,3.333333333,0,0,0,0,0,-0.833333333,0,4,5,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,20,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,3.333333333,0,0,0,4,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,21,0,1,1,1,consistent,1,3.920565578,0,0,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,0,0,-1.761696734,0,0.293616122,0,-0.833333333,0,5,1,0.849171678,0,-0.849171678,0,3.920565578,0,0,0
GPT-5.1,2,22,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,5,2,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,23,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,5,3,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,24,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,0,0,0,0,-0.833333333,0,5,4,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,25,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,3.333333333,0,0,0,5,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,26,0,1,11,FALSE,polar,0.666666667,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,6,1,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,27,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,6,2,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,28,0,2,11,FALSE,polar,0.666666667,0.462962963,0,-0.833333333,0,0,0,-0.694444444,0,2.12962963,0,0,0,0.462962963,0,-0.833333333,0,0,0,-0.694444444,0,0,0,0,0,6,3,0.509259259,0,-0.509259259,0,2.12962963,0,0,0
GPT-5.1,2,29,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,0,0,6,4,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,2,30,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,0,0,6,5,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,3,-4,1,2,11,FALSE,polar,0.666666667,0,0,-0.694444444,0,0,0,0,0,0.173611111,0,-0.833333333,0,0.173611111,0,-0.833333333,0,0.173611111,0,-0.833333333,0,2.673611111,0,0,0,2,6,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,3,-3,1,3,11,FALSE,polar,0.666666667,2.042824074,0,0,0,0,0,-0.578703704,0,0.376157407,0,-0.833333333,0,0.144675926,0,-0.694444444,0,0.376157407,0,-0.833333333,0,0,0,0,0,6,1,0.489969136,0,-0.489969136,0,2.042824074,0,0,0
GPT-5.1,3,-2,1,4,11,FALSE,polar,0.666666667,0,0,-0.482253086,0,1.702353395,0,0,0,0.313464506,0,-0.694444444,0,0.120563272,0,-0.578703704,0,0.313464506,0,-0.694444444,0,0,0,0,0,6,2,0.408307613,0,-0.408307613,0,1.702353395,0,0,0
GPT-5.1,3,-1,1,2,11,FALSE,polar,0.666666667,0.462962963,0,-0.833333333,0,0,0,-0.694444444,0,2.12962963,0,0,0,0,0,-0.694444444,0,0.462962963,0,-0.833333333,0,0,0,0,0,6,3,0.509259259,0,-0.509259259,0,2.12962963,0,0,0
GPT-5.1,3,0,1,2,11,FALSE,polar,0.666666667,0,0,-0.694444444,0,0,0,-0.694444444,0,0.462962963,0,-0.833333333,0,2.12962963,0,0,0,0.462962963,0,-0.833333333,0,0,0,0,0,6,4,0.509259259,0,-0.509259259,0,2.12962963,0,0,0
GPT-5.1,3,1,0,1,11,FALSE,polar,0.666666667,0,0,0,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,1,2,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,3,2,0,2,11,FALSE,polar,0.666666667,0,0,0,0,0.173611111,0,-0.833333333,0,2.673611111,0,0,0,0.173611111,0,-0.833333333,0,0,0,-0.694444444,0,0.173611111,0,-0.833333333,0,1,3,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,3,3,0,1,1,1,consistent,1,0,0,-1.761696734,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,3.920565578,0,0,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,1,4,0.849171678,0,-0.849171678,0,3.920565578,0,0,0
GPT-5.1,3,4,0,1,1,1,consistent,1,0,0,-1.761696734,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,3.920565578,0,0,0,0.293616122,0,-0.833333333,0,1,5,0.849171678,0,-0.849171678,0,3.920565578,0,0,0
GPT-5.1,3,5,0,2,2,1,consistent,1,0.138888889,0,-1.761696734,0,0.293616122,0,-0.694444444,0,0.432505011,0,-0.833333333,0,0.432505011,0,-0.833333333,0,0.432505011,0,-0.833333333,0,3.226121134,0,0,0,1,6,0.82602353,0,-0.82602353,0,3.226121134,0,0,0
GPT-5.1,3,6,0,3,11,FALSE,polar,0.666666667,1.672453704,0,0,0,0,0,0,0,0.144675926,0,-0.694444444,0,0.83912037,0,-0.833333333,0,0,0,-0.578703704,0,0.144675926,0,-0.694444444,0,2,1,0.466820988,0,-0.466820988,0,1.672453704,0,0,0
GPT-5.1,3,7,0,2,11,FALSE,polar,0.666666667,0,0,-0.694444444,0,0,0,0,0,2.12962963,0,0,0,0,0,-0.694444444,0,0.462962963,0,-0.833333333,0,0.462962963,0,-0.833333333,0,2,3,0.509259259,0,-0.509259259,0,2.12962963,0,0,0
GPT-5.1,3,8,0,3,11,FALSE,polar,0.666666667,0.385802469,0,-0.694444444,0,0,0,0,0,0.733024691,0,-0.833333333,0,1.566358025,0,0,0,0,0,-0.578703704,0,0,0,-0.578703704,0,2,4,0.447530864,0,-0.447530864,0,1.566358025,0,0,0
GPT-5.1,3,9,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,2,5,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,3,10,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,0,2,6,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,3,11,0,3,3,1,consistent,1,2.374309732,0,0,0,0.244680102,0,-0.694444444,0,0,0,-1.22340051,0,0.707643065,0,-0.833333333,0,0.244680102,0,-0.694444444,0,0.707643065,0,-0.833333333,0,3,1,0.713159344,0,-0.713159344,0,2.374309732,0,0,0
GPT-5.1,3,12,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3,2,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,3,13,0,3,11,FALSE,polar,0.666666667,0.144675926,0,-0.694444444,0,0.144675926,0,-0.694444444,0,0,0,0,0,1.672453704,0,0,0,0,0,-0.578703704,0,0.83912037,0,-0.833333333,0,3,4,0.466820988,0,-0.466820988,0,1.672453704,0,0,0
GPT-5.1,3,14,0,2,11,FALSE,polar,0.666666667,0.173611111,0,-0.833333333,0,0.173611111,0,-0.833333333,0,0,0,0,0,0,0,-0.694444444,0,2.673611111,0,0,0,0.173611111,0,-0.833333333,0,3,5,0.532407407,0,-0.532407407,0,2.673611111,0,0,0
GPT-5.1,3,15,0,4,11,FALSE,polar,0.666666667,0.794998563,0.293616122,-0.833333333,0,0.254875106,0.293616122,-0.578703704,0,0,0.587232245,0,0,0.447776341,0.293616122,-0.694444444,0,0.794998563,0.293616122,-0.833333333,0,1.666666667,0,-1.019500425,-1.761696734,3,6,0.659885873,0.293616122,-0.659885873,-0.293616122,1.666666667,0.587232245,0,0
GPT-5.1,3,16,0,1,11,FALSE,polar,0.666666667,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,4,1,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
GPT-5.1,3,17,0,1,11,FALSE,polar,0.666666667,0,0,-0.833333333,0,3.333333333,0,0,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,4,2,0.555555556,0,-0.555555556,0,3.333333333,0,0,0
