LLM,topic,experiment,if_base,稳态轮次,达成共识轮次,共识观点,末轮观点分布,ave_opinion,agent1_posi,agent1_negi,agent1_poss,agent1_negs,agent2_posi,agent2_negi,agent2_poss,agent2_negs,agent3_posi,agent3_negi,agent3_poss,agent3_negs,agent4_posi,agent4_negi,agent4_poss,agent4_negs,agent5_posi,agent5_negi,agent5_poss,agent5_negs,agent6_posi,agent6_negi,agent6_poss,agent6_negs,rumor,truth,ave_Ip,ave_In,ave_Sp,ave_Sn,max_Ip,max_In,max_Sp,max_Sn
Llama-3.3-70b-instruct,5,21,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
Llama-3.3-70b-instruct,5,22,0,9,11,FALSE,0_1,0.833333333,0.093670282,0,-0.279081647,0,0.774629501,0,0,0,0.372751929,0,-0.401877572,0,0.138888889,0,0,0,0,0,-0.888251144,0,0.093670282,0,-0.279081647,0,5,2,0.245601814,0,-0.308048668,0,0.774629501,0,0,0
Llama-3.3-70b-instruct,5,23,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
Llama-3.3-70b-instruct,5,24,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
Llama-3.3-70b-instruct,5,25,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0
Llama-3.3-70b-instruct,5,26,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
Llama-3.3-70b-instruct,5,27,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
Llama-3.3-70b-instruct,5,28,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
Llama-3.3-70b-instruct,5,29,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
Llama-3.3-70b-instruct,5,30,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0
Llama-3.3-70b-instruct,6,-4,1,3,11,FALSE,polar,-0.666666667,0,0.385802469,0,-0.833333333,0,2.5,-0.694444444,-0.578703704,0,0.385802469,0,-0.833333333,0,0.385802469,0,-0.833333333,0.347222222,0,0,-0.578703704,0.347222222,0,0,0,2,6,0.115740741,0.609567901,-0.115740741,-0.609567901,0.347222222,2.5,0,0
Llama-3.3-70b-instruct,6,-3,1,5,5,-1,consistent,-1,0.356867284,0,0,-0.884130658,0.231481481,0.221032665,0,-0.694444444,0,0.55941358,-1.176697531,-1.813914609,0,0.683995628,0,-0.833333333,0.231481481,0.221032665,0,-0.694444444,0,1.754249186,0,0,6,1,0.136638374,0.573287287,-0.196116255,-0.820044582,0.356867284,1.754249186,0,0
Llama-3.3-70b-instruct,6,-2,1,8,11,FALSE,polar,-0.666666667,0,0.279174674,0,-0.833333333,1.214652635,0,0,0,0,0.221032665,-0.279081647,-1.065901373,0.241126543,0.158611403,-0.694444444,-1.31558642,0,0.279174674,0,-0.833333333,0,2.589352641,-0.482253086,-0.401877572,6,2,0.242629863,0.58789101,-0.242629863,-0.741672005,1.214652635,2.589352641,0,0
Llama-3.3-70b-instruct,6,-1,1,1,11,FALSE,polar,-0.666666667,0,0,0,-0.833333333,0,0,0,-0.833333333,0,0,0,0,0,0,0,-0.833333333,0,0,0,-0.833333333,0,3.333333333,0,0,6,3,0,0.555555556,0,-0.555555556,0,3.333333333,0,0
Llama-3.3-70b-instruct,6,0,1,10,11,FALSE,polar,-0.666666667,0,0,-0.193806699,-0.855950027,0,0.36741042,0,-0.833333333,0,0.36741042,0,-0.833333333,0.193806699,0,0,0,0,0.040376396,0,-0.694444444,0,2.034077087,0,0,6,4,0.032301117,0.468212387,-0.032301117,-0.536176856,0.193806699,2.034077087,0,0
Llama-3.3-70b-instruct,6,1,0,10,11,FALSE,polar,0.333333333,0,0.833333333,0,0,0.571996786,0,0,0,0.053835194,0,-0.232568039,0,0,0,-0.161505583,0,0,0,0,-0.833333333,0.170119214,0,-0.401877572,0,1,2,0.132658532,0.138888889,-0.132658532,-0.138888889,0.571996786,0.833333333,0,0
Llama-3.3-70b-instruct,6,2,0,8,11,FALSE,-1_0,-0.166666667,0,0.046513608,0,0,0,0.046513608,0,0,0,0,0,-0.232568039,0,0.046513608,0,0,0,0.046513608,0,0,0,0.046513608,0,0,1,3,0,0.03876134,0,-0.03876134,0,0.046513608,0,0
Llama-3.3-70b-instruct,6,3,0,6,6,1,consistent,1,0,0,-0.707986406,0,0.242066674,0,-0.833333333,0,0.242066674,0,-0.833333333,0,2.742066674,0,0,0,0.242066674,0,-0.833333333,0,0.141597281,0,-0.401877572,0,1,4,0.601643996,0,-0.601643996,0,2.742066674,0,0,0
Llama-3.3-70b-instruct,6,4,0,10,11,FALSE,-1_0_1,0.166666667,0,0.833333333,-0.161505583,0,0.040376396,0,-0.193806699,0,0.040376396,0,0,0,0,0,0,-0.833333333,0.234183095,0,0,0,0.040376396,0,0,0,1,5,0.059218714,0.138888889,-0.059218714,-0.138888889,0.234183095,0.833333333,0,0
Llama-3.3-70b-instruct,6,5,0,8,11,FALSE,-1_0_1,0.5,0,0,0,0,0,0,-0.232568039,0,0.244971668,0,-0.482253086,0,0.07752268,0,-0.334897977,0,0,0,0,0,0.727224755,0,0,0,1,6,0.174953184,0,-0.174953184,0,0.727224755,0,0,0
Llama-3.3-70b-instruct,6,6,0,6,6,0,consistent,0,0.066979595,0,0,-0.401877572,0,0.080375514,-0.334897977,0,0.066979595,0.080375514,0,0,0.066979595,0.080375514,0,0,0.066979595,0.080375514,0,0,0.066979595,0.080375514,0,0,2,1,0.055816329,0.066979595,-0.055816329,-0.066979595,0.066979595,0.080375514,0,0
Llama-3.3-70b-instruct,6,7,0,4,11,FALSE,polar,0.666666667,0,0,-0.482253086,0,0,0,0,0,1.494020062,0,0,0,0.313464506,0,-0.694444444,0,0.120563272,0,-0.578703704,0,0.660686728,0,-0.833333333,0,2,3,0.431455761,0,-0.431455761,0,1.494020062,0,0,0
Llama-3.3-70b-instruct,6,8,0,1,11,FALSE,-1_0_1,0.166666667,0,0,-0.833333333,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,2,4,0.138888889,0,-0.138888889,0,0.833333333,0,0,0
Llama-3.3-70b-instruct,6,9,0,4,11,FALSE,-1_0_1,0.5,0.160751029,0,-0.694444444,0,0,0,0,0,0,0,-0.482253086,0,0.507973251,0,-0.833333333,0,1.341306584,0,0,0,0,0,0,0,2,5,0.335005144,0,-0.335005144,0,1.341306584,0,0,0
Llama-3.3-70b-instruct,6,10,0,9,11,FALSE,-1_0_1,-0.333333333,0.09690335,0,0,0,0,1.314514746,0,0,0,0.133959191,0,-0.694444444,0,0,0,-0.401877572,0,0.481181413,-0.193806699,-0.833333333,0.09690335,0,0,0,2,6,0.032301117,0.321609225,-0.032301117,-0.321609225,0.09690335,1.314514746,0,0
Llama-3.3-70b-instruct,6,11,0,7,11,FALSE,-1_0,-0.5,0,0,0,-0.857785351,0,0.115740741,0,0,0,0.476492841,0,0,0,0.115740741,0,0,0,0.115740741,0,0,0,0.115740741,0,-0.279081647,3,1,0,0.156575967,0,-0.189477833,0,0.476492841,0,0
Llama-3.3-70b-instruct,6,12,0,7,7,0,consistent,0,0.055816329,0.066979595,0,0,0.055816329,0,0,-0.334897977,0,0.066979595,-0.279081647,0,0.055816329,0.066979595,0,0,0.055816329,0.066979595,0,0,0.055816329,0.066979595,0,0,3,2,0.046513608,0.055816329,-0.046513608,-0.055816329,0.055816329,0.066979595,0,0
Llama-3.3-70b-instruct,6,13,0,10,10,0,consistent,0,0.091047635,0,-0.232568039,-0.161505583,0.045523817,0.371462841,0,0,0,0.290710049,-0.409714355,-0.161505583,0.886814842,0.080752791,0,-0.193806699,0.308111138,0.080752791,-0.578703704,-0.193806699,0.168570314,0.080752791,-0.279081647,-0.193806699,3,4,0.250011291,0.150738544,-0.250011291,-0.150738544,0.886814842,0.371462841,0,0
Llama-3.3-70b-instruct,6,14,0,7,11,FALSE,-1_0,-0.833333333,0,0.138888889,0,0,0,0.138888889,0,-0.279081647,0,0.978878506,0,0,0,0.32494332,0,-0.482253086,0,0.186054431,0,-1.176697531,0,0.138888889,0,-0.279081647,3,5,0,0.317757154,0,-0.369518985,0,0.978878506,0,0
Llama-3.3-70b-instruct,6,15,0,9,11,FALSE,polar,0.666666667,0.141478891,0,-0.482253086,0,0,0,-0.193806699,0,0,0,0,0,0.382605434,0,-0.578703704,0,0.048451675,0,-0.279081647,0,0.961309138,0,0,0,3,6,0.255640856,0,-0.255640856,0,0.961309138,0,0,0
Llama-3.3-70b-instruct,6,16,0,10,11,FALSE,-1_0,-0.333333333,1.182566515,0,0,-0.161505583,0.48812207,0.080752791,-0.694444444,-0.193806699,0.244971668,0.451838355,-0.482253086,-0.491657227,0,0.471499612,-0.279081647,-0.193806699,0.281169591,0.294220748,-0.811271743,-0.676059786,0.055816329,0.341164606,-0.528704676,-0.44058723,4,1,0.375441029,0.273246019,-0.465959266,-0.359570537,1.182566515,0.471499612,0,-0.161505583
Llama-3.3-70b-instruct,6,17,0,1,1,0,consistent,0,0.166666667,0.166666667,0,0,0.166666667,0,0,-0.833333333,0.166666667,0.166666667,0,0,0,0.166666667,-0.833333333,0,0.166666667,0.166666667,0,0,0.166666667,0.166666667,0,0,4,2,0.138888889,0.138888889,-0.138888889,-0.138888889,0.166666667,0.166666667,0,0
Llama-3.3-70b-instruct,6,18,0,6,11,FALSE,-1_0_1,0,0,0,-0.334897977,0,0,0,0,-0.833333333,0.334897977,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,4,3,0.055816329,0.138888889,-0.055816329,-0.138888889,0.334897977,0.833333333,0,0
Llama-3.3-70b-instruct,6,19,0,8,11,FALSE,-1_0_1,-0.166666667,0,0,-0.694444444,0,0,0.098331445,0,0,0,0.098331445,0,0,0,0.196662891,0,0,0.694444444,0,0,-0.491657227,0,0.098331445,0,0,4,5,0.115740741,0.081942871,-0.115740741,-0.081942871,0.694444444,0.196662891,0,0
Llama-3.3-70b-instruct,6,20,0,4,11,FALSE,polar,0.666666667,0,0,-0.482253086,0,0.120563272,0,-0.578703704,0,0.313464506,0,-0.694444444,0,0,0,0,0,0.660686728,0,-0.833333333,0,1.494020062,0,0,0,4,6,0.431455761,0,-0.431455761,0,1.494020062,0,0,0
Llama-3.3-70b-instruct,6,21,0,9,11,FALSE,-1_0_1,-0.5,0,0,0,0,0,0,0,-0.193806699,0,0.064602233,0,-0.279081647,0,0.204143057,0,-0.482253086,0,0.686396143,0,0,0,0,0,0,5,1,0,0.159190239,0,-0.159190239,0,0.686396143,0,0
Llama-3.3-70b-instruct,6,22,0,7,11,FALSE,-1_0_1,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,-0.279081647,0,0,0,0,0,0.718244527,0,0,0,0.139540824,0,-0.578703704,5,2,0,0.142964225,0,-0.142964225,0,0.718244527,0,0
Llama-3.3-70b-instruct,6,23,0,4,11,FALSE,polar,0.666666667,0.699266975,0,-0.833333333,0,0.120563272,0,-0.578703704,0,1.532600309,0,0,0,0,0,-0.482253086,0,0,0,0,0,0.120563272,0,-0.578703704,0,5,3,0.412165638,0,-0.412165638,0,1.532600309,0,0,0
Llama-3.3-70b-instruct,6,24,0,7,11,FALSE,-1_0_1,0,0,0,0,-0.694444444,0,0,-0.279081647,0,0,0,0,0,0.279081647,0,0,0,0,0.694444444,0,0,0,0,0,0,5,4,0.046513608,0.115740741,-0.046513608,-0.115740741,0.279081647,0.694444444,0,0
Llama-3.3-70b-instruct,6,25,0,2,2,-1,consistent,-1,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,3.626949456,0,0,0,0,0,-1.468080612,5,6,0,0.800235658,0,-0.800235658,0,3.626949456,0,0
Llama-3.3-70b-instruct,6,26,0,6,11,FALSE,-1_0_1,-0.333333333,0.833333333,0,0,-0.91360168,0,0.144675926,0,0,0,0.144675926,0,0,0,0.156062457,0,-0.482253086,0,0,-0.833333333,0,0,0.638315544,0,0,6,1,0.138888889,0.180621642,-0.138888889,-0.232642461,0.833333333,0.638315544,0,0
Llama-3.3-70b-instruct,6,27,0,4,11,FALSE,-1_0,-0.5,0,0.138888889,0,-0.482253086,0,0,0,-0.694444444,0,0.380015432,0,-0.833333333,0,0.138888889,0,0,0,0.138888889,0,0,0,1.213348765,0,0,6,2,0,0.335005144,0,-0.335005144,0,1.213348765,0,0
Llama-3.3-70b-instruct,6,28,0,8,11,FALSE,-1_0_1,-0.166666667,0,0.166666667,0,0,0,0.166666667,0,-0.232568039,0,0,0,-0.833333333,0,0.166666667,0,0,0,0.166666667,-0.279081647,0,0,0.399234706,0,0,6,3,0,0.177650229,-0.046513608,-0.177650229,0,0.399234706,0,0
Llama-3.3-70b-instruct,6,29,0,1,1,-1,consistent,-1,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,0.293616122,0,-0.833333333,0,0,0,-1.761696734,0,0.293616122,0,-0.833333333,0,3.920565578,0,0,6,4,0,0.849171678,0,-0.849171678,0,3.920565578,0,0
Llama-3.3-70b-instruct,6,30,0,8,11,FALSE,-1_0_1,-0.166666667,0,0,-0.232568039,0,0,0,0,0,0,0,0,-0.232568039,0,0.11628402,0,-0.401877572,0.232568039,0,0,0,0,0.518161592,0,0,6,5,0.03876134,0.105740935,-0.03876134,-0.105740935,0.232568039,0.518161592,0,0
Gemini-3.1-Flash-Lite-Preview,1,-4,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,-3,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,-2,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,-1,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,0,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,1,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,2,0,5,11,FALSE,-1_0_1,-0.166666667,0,0.401877572,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.401877572,0,0,0,0,0,0,0,0,1,3,0,0.066979595,0,-0.066979595,0,0.401877572,0,0
Gemini-3.1-Flash-Lite-Preview,1,3,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,4,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,5,0,10,11,FALSE,-1_0_1,0,0,0.161505583,0,0,0,0,-0.279081647,0,0,0,0,0,0,0,0,-0.161505583,0,0,0,0,0.279081647,0,0,0,1,6,0.046513608,0.026917597,-0.046513608,-0.026917597,0.279081647,0.161505583,0,0
Gemini-3.1-Flash-Lite-Preview,1,6,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,7,0,9,11,FALSE,-1_0_1,-0.166666667,0,0,0,-0.193806699,0,0.193806699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0.032301117,0,-0.032301117,0,0.193806699,0,0
Gemini-3.1-Flash-Lite-Preview,1,8,0,9,11,FALSE,-1_0_1,-0.333333333,0,0,0,-0.193806699,0,0.498780922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09690335,0,-0.401877572,2,4,0,0.099280712,0,-0.099280712,0,0.498780922,0,0
Gemini-3.1-Flash-Lite-Preview,1,9,0,7,11,FALSE,-1_0_1,-0.166666667,0,0,0,0,0,0.279081647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.279081647,2,5,0,0.046513608,0,-0.046513608,0,0.279081647,0,0
Gemini-3.1-Flash-Lite-Preview,1,10,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,11,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,12,0,3,11,FALSE,-1_0_1,-0.166666667,0,0,0,0,0,0,0,0,0,0.578703704,0,0,0,0,0,-0.578703704,0,0,0,0,0,0,0,0,3,2,0,0.096450617,0,-0.096450617,0,0.578703704,0,0
Gemini-3.1-Flash-Lite-Preview,1,13,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,14,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,15,0,1,11,FALSE,-1_0_1,-0.166666667,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,-0.833333333,0,0,0,0,0,0,0,0,3,6,0,0.138888889,0,-0.138888889,0,0.833333333,0,0
Gemini-3.1-Flash-Lite-Preview,1,16,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,17,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,18,0,10,11,FALSE,-1_0_1,-0.166666667,0,0.068285726,0,0,0,0.068285726,0,0,0.193806699,0,0,0,0,0.136571452,0,0,0,0.068285726,0,0,0,0,-0.193806699,-0.34142863,4,3,0.032301117,0.056904772,-0.032301117,-0.056904772,0.193806699,0.136571452,0,0
Gemini-3.1-Flash-Lite-Preview,1,19,0,9,11,FALSE,-1_0_1,0.333333333,0,0,-0.193806699,0,0.09690335,0,-0.279081647,0,0,0,0,0,0,0,0,0,0.375984997,0,0,0,0,0,0,0,4,5,0.078814724,0,-0.078814724,0,0.375984997,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,20,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,21,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,22,0,9,11,FALSE,-1_0_1,-0.166666667,0,0,0,-0.193806699,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193806699,0,0,0,0,0,0,5,2,0,0.032301117,0,-0.032301117,0,0.193806699,0,0
Gemini-3.1-Flash-Lite-Preview,1,23,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,24,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,25,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,26,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,27,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,28,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,29,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,1,30,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,2,-4,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,2,-3,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,2,-2,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,2,-1,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,2,0,1,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,2,1,0,5,11,FALSE,-1_0_1,0,0,0.401877572,0,0,0.482253086,0,0,0,0,0,-0.482253086,0,0,0,0,0,0,0,0,-0.401877572,0,0,0,0,1,2,0.080375514,0.066979595,-0.080375514,-0.066979595,0.482253086,0.401877572,0,0
Gemini-3.1-Flash-Lite-Preview,2,2,0,7,11,FALSE,-1_0_1,-0.333333333,0,0.4744388,0,0,0,0,0,-0.279081647,0,0,0,0,0,0,0,0,0,0.139540824,0,-0.334897977,0,0,0,0,1,3,0,0.102329937,0,-0.102329937,0,0.4744388,0,0
Gemini-3.1-Flash-Lite-Preview,2,3,0,9,11,FALSE,-1_0_1,-0.5,0,0.88443248,0,0,0,0.305728776,0,-0.578703704,0,0,0,-0.193806699,0,0,0,0,0,0,0,0,0,0.064602233,0,-0.482253086,1,4,0,0.209127248,0,-0.209127248,0,0.88443248,0,0
Gemini-3.1-Flash-Lite-Preview,2,4,0,2,11,FALSE,-1_0_1,-0.166666667,0,0.694444444,0,0,0,0,0,-0.694444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0.115740741,0,-0.115740741,0,0.694444444,0,0
Gemini-3.1-Flash-Lite-Preview,2,5,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,2,6,0,1,11,FALSE,-1_0_1,-0.166666667,0,0,0,0,0,0.833333333,0,0,0,0,0,-0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.138888889,0,-0.138888889,0,0.833333333,0,0
Gemini-3.1-Flash-Lite-Preview,2,7,0,10,11,FALSE,-1_0_1,-0.333333333,0,0,0,0,0,0.313320831,0,0,0,0,0,0,0,0.080752791,0,-0.232568039,0,0,0,0,0,0,0,-0.161505583,2,3,0,0.065678937,0,-0.065678937,0,0.313320831,0,0
Gemini-3.1-Flash-Lite-Preview,2,8,0,8,11,FALSE,-1_0_1,-0.166666667,0,0,0,0,0,0.232568039,0,0,0,0,0,-0.232568039,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0.03876134,0,-0.03876134,0,0.232568039,0,0
Gemini-3.1-Flash-Lite-Preview,2,9,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0
Gemini-3.1-Flash-Lite-Preview,2,10,0,7,11,FALSE,-1_0_1,0,0,0,-0.279081647,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.833333333,0.279081647,0,0,0,2,6,0.046513608,0.138888889,-0.046513608,-0.138888889,0.279081647,0.833333333,0,0
Gemini-3.1-Flash-Lite-Preview,2,11,0,3,11,FALSE,-1_0_1,-0.166666667,0,0,0,0,0,0,0,0,0,0.578703704,0,0,0,0,0,0,0,0,0,-0.578703704,0,0,0,0,3,1,0,0.096450617,0,-0.096450617,0,0.578703704,0,0
Gemini-3.1-Flash-Lite-Preview,2,12,0,4,11,FALSE,-1_0_1,-0.5,0,0.450102881,0,-0.833333333,0,0,0,0,0,1.283436214,0,0,0,0,0,-0.482253086,0,0.160751029,0,-0.578703704,0,0,0,0,3,2,0,0.315715021,0,-0.315715021,0,1.283436214,0,0
Gemini-3.1-Flash-Lite-Preview,2,13,0,0,11,FALSE,-1_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0
